file,display_name,corpus,operation_name,error,timestamp
/app/archive/역사기록/1970/19750118_1975 HCCC 제12기 졸업예배/metadata_19750118_1975 HCCC 제12기 졸업예배.json,metadata_19750118_1975 HCCC 제12기 졸업예배.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.570697
/app/archive/역사기록/1980/19800811_80세계복음화대성회/metadata_19800811_80세계복음화대성회.json,metadata_19800811_80세계복음화대성회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.570848
/app/archive/역사기록/1980/19810803_1981 전국 나사렛 여름수련회/metadata_19810803_1981 전국 나사렛 여름수련회.json,metadata_19810803_1981 전국 나사렛 여름수련회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.571310
/app/archive/역사기록/1970/19781016_78세계선교대회/metadata_19781016_78세계선교대회.json,metadata_19781016_78세계선교대회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.621379
/app/archive/역사기록/1970/19790524_1979 오월 생명의 잔치/metadata_19790524_1979 오월 생명의 잔치.json,metadata_19790524_1979 오월 생명의 잔치.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.621518
/app/archive/역사기록/1980/19811231_1982 전국 나사렛 원단금식수련회/metadata_19811231_1982 전국 나사렛 원단금식수련회.json,metadata_19811231_1982 전국 나사렛 원단금식수련회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.621589
/app/archive/역사기록/1970/19791015_80세계복음화대성회 교단 총회장 및 총무단 간담회/metadata_19791015_80세계복음화대성회 교단 총회장 및 총무단 간담회.json,metadata_19791015_80세계복음화대성회 교단 총회장 및 총무단 간담회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.623109
/app/archive/역사기록/1980/19800315_1980 나사렛형제들 중앙위원회 월례회/metadata_19800315_1980 나사렛형제들 중앙위원회 월례회.json,metadata_19800315_1980 나사렛형제들 중앙위원회 월례회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.623172
/app/archive/역사기록/1980/19820505_1982 나사렛형제들 체육대회/metadata_19820505_1982 나사렛형제들 체육대회.json,metadata_19820505_1982 나사렛형제들 체육대회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.623654
/app/archive/역사기록/1970/19790927_1979 대구 총력 전도운동대회/metadata_19790927_1979 대구 총력 전도운동대회.json,metadata_19790927_1979 대구 총력 전도운동대회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.623760
/app/archive/역사기록/1970/19791220_1979 나사렛형제들 성탄축하예배/metadata_19791220_1979 나사렛형제들 성탄축하예배.json,metadata_19791220_1979 나사렛형제들 성탄축하예배.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.623852
/app/archive/역사기록/1970/19790518_1979 대구 캠퍼스복음화 대회를 위한 찬양의 밤/metadata_19790518_1979 대구 캠퍼스복음화 대회를 위한 찬양의 밤.json,metadata_19790518_1979 대구 캠퍼스복음화 대회를 위한 찬양의 밤.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.624122
